OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount_Pct,TotalAmount,PaymentMode,OrderStatus,RegionID
ORD11363,04-09-2021,C0215,P015,9,217.3,8,1799.24,UPI,Delivered,R19
ORD11364,22-04-2021,C0184,P019,3,672.4,0,2017.2,Cash,Delivered,R09
ORD11365,07-03-2021,C0229,P019,9,672.4,0,6051.6,Credit Card,Cancelled,R11
ORD11366,19-09-2021,C0212,P001,1,20499.18,0,20499.18,UPI,Delivered,R06
ORD11367,12-06-2021,C0031,P011,9,245.18,8,2030.09,UPI,Delivered,R07
ORD11368,26-05-2021,C0071,P004,1,24599.18,0,24599.18,Debit Card,Delivered,R16
ORD11369,06-03-2021,C0199,P019,3,672.4,8,1855.82,Cash,Delivered,R02
ORD11370,03-11-2021,C0245,P012,4,344.4,18,1129.63,Debit Card,Delivered,R06
ORD11371,08-05-2021,C0424,P001,1,20499.18,10,18449.26,UPI,Delivered,R10
ORD11372,24-03-2021,C0477,P018,3,172.2,2,506.27,Credit Card,Delivered,R13
ORD11373,21-11-2021,C0447,P023,3,1229.18,12,3245.04,Debit Card,Delivered,R08
ORD11374,03-01-2021,C0288,P003,2,18039.18,10,32470.52,UPI,Delivered,R06
ORD11375,30-11-2021,C0175,P009,2,9019.18,20,14430.69,Net Banking,Delivered,R10
ORD11376,28-06-2021,C0430,P019,8,672.4,0,5379.2,Cash,Delivered,R02
ORD11377,17-05-2021,C0316,P015,5,217.3,10,977.85,UPI,Delivered,R12
ORD11378,29-05-2021,C0166,P030,3,7379.18,0,22137.54,Cash,Delivered,R05
ORD11379,09-10-2021,C0136,P014,5,19.68,8,90.53,Debit Card,Delivered,R02
ORD11380,11-08-2021,C0105,P030,2,7379.18,0,14758.36,Debit Card,Returned,R10
ORD11381,07-09-2021,C0307,P026,4,4919.18,0,19676.72,Cash,Delivered,R04
ORD11382,19-04-2021,C0236,P013,10,143.5,0,1435,UPI,Cancelled,R10
ORD11383,13-11-2021,C0002,P005,2,40999.18,15,69698.61,Credit Card,Delivered,R18
ORD11384,07-08-2021,C0137,P007,1,48379.18,2,47411.6,UPI,Delivered,R17
ORD11385,04-02-2021,C0186,P021,1,1065.18,0,1065.18,Cash,Delivered,R03
ORD11386,04-02-2021,C0474,P017,1,393.6,8,362.11,Credit Card,Delivered,R11
ORD11387,20-05-2021,C0369,P007,1,48379.18,0,48379.18,Credit Card,Delivered,R07
ORD11388,18-04-2021,C0182,P023,3,1229.18,10,3318.79,Cash,Delivered,R02
ORD11389,07-11-2021,C0278,P013,10,143.5,18,1176.7,Credit Card,Cancelled,R04
ORD11390,04-11-2021,C0049,P007,1,48379.18,12,42573.68,Credit Card,Returned,R05
ORD11391,09-12-2021,C0055,P005,2,40999.18,2,80358.39,Cash,Delivered,R10
ORD11392,23-01-2021,C0228,P017,1,393.6,10,354.24,Cash,Delivered,R12
ORD11393,29-06-2021,C0269,P001,2,20499.18,10,36898.52,UPI,Delivered,R18
ORD11394,03-02-2021,C0308,P027,4,901.18,0,3604.72,Cash,Delivered,R03
ORD11395,23-04-2021,C0149,P027,4,901.18,0,3604.72,Debit Card,Delivered,R15
ORD11396,03-09-2021,C0232,P011,10,245.18,0,2451.8,UPI,Delivered,R13
ORD11397,15-06-2021,C0466,P017,6,393.6,0,2361.6,UPI,Returned,R10
ORD11398,06-04-2021,C0087,P010,1,30339.18,2,29732.4,UPI,Delivered,R02
ORD11399,06-02-2021,C0048,P019,5,672.4,0,3362,Credit Card,Delivered,R07
ORD11400,05-02-2021,C0440,P013,7,143.5,0,1004.5,Cash,Delivered,R14
ORD11401,20-11-2021,C0027,P013,9,143.5,12,1136.52,Net Banking,Returned,R14
ORD11402,26-04-2021,C0493,P002,1,69699.18,0,69699.18,Debit Card,Delivered,R01
ORD11403,15-02-2021,C0284,P023,2,1229.18,0,2458.36,Debit Card,Delivered,R02
ORD11404,09-03-2021,C0263,P029,1,3279.18,2,3213.6,Cash,Delivered,R09
ORD11405,05-03-2021,C0124,P026,3,4919.18,2,14462.39,Cash,Delivered,R13
ORD11406,08-02-2021,C0083,P011,7,245.18,0,1716.26,Cash,Delivered,R01
ORD11407,22-11-2021,C0387,P019,9,672.4,12,5325.41,Net Banking,Returned,R15
ORD11408,20-05-2021,C0296,P017,9,393.6,2,3471.55,Cash,Returned,R10
ORD11409,02-02-2021,C0106,P006,1,45099.18,5,42844.22,Net Banking,Delivered,R07
ORD11410,01-05-2021,C0162,P011,7,245.18,10,1544.63,Credit Card,Delivered,R12
ORD11411,26-11-2021,C0389,P015,4,217.3,8,799.66,Cash,Delivered,R14
ORD11412,16-06-2021,C0205,P018,4,172.2,2,675.02,Cash,Cancelled,R11
ORD11413,05-04-2021,C0460,P012,6,344.4,0,2066.4,UPI,Returned,R15
ORD11414,28-11-2021,C0222,P005,2,40999.18,5,77898.44,Net Banking,Returned,R14
ORD11415,12-07-2021,C0170,P009,1,9019.18,5,8568.22,Cash,Delivered,R06
ORD11416,01-04-2021,C0261,P009,1,9019.18,2,8838.8,UPI,Delivered,R09
ORD11417,20-07-2021,C0168,P001,2,20499.18,12,36078.56,UPI,Delivered,R08
ORD11418,18-10-2021,C0374,P019,3,672.4,20,1613.76,UPI,Delivered,R01
ORD11419,24-06-2021,C0326,P003,1,18039.18,5,17137.22,UPI,Delivered,R02
ORD11420,10-01-2021,C0007,P024,2,983.18,12,1730.4,Debit Card,Returned,R03
ORD11421,19-06-2021,C0131,P024,1,983.18,0,983.18,Debit Card,Delivered,R01
ORD11422,03-07-2021,C0113,P013,2,143.5,5,272.65,Debit Card,Delivered,R17
ORD11423,24-05-2021,C0191,P025,3,1803.18,8,4976.78,Debit Card,Delivered,R13
ORD11424,27-10-2021,C0367,P015,4,217.3,20,695.36,Cash,Delivered,R09
ORD11425,17-05-2021,C0154,P017,10,393.6,0,3936,Debit Card,Delivered,R07
ORD11426,18-11-2021,C0115,P024,2,983.18,12,1730.4,Net Banking,Returned,R19
ORD11427,17-10-2021,C0186,P017,10,393.6,10,3542.4,UPI,Delivered,R17
ORD11428,30-09-2021,C0340,P006,2,45099.18,2,88394.39,Debit Card,Delivered,R08
ORD11429,01-07-2021,C0171,P022,2,2869.18,12,5049.76,Debit Card,Delivered,R04
ORD11430,19-12-2021,C0110,P014,4,19.68,5,74.78,Debit Card,Delivered,R14
ORD11431,19-09-2021,C0193,P022,1,2869.18,10,2582.26,Debit Card,Delivered,R06
ORD11432,29-06-2021,C0048,P023,1,1229.18,2,1204.6,Cash,Delivered,R04
ORD11433,12-12-2021,C0348,P016,1,94.3,0,94.3,Debit Card,Delivered,R04
ORD11434,19-01-2021,C0043,P030,2,7379.18,8,13577.69,Debit Card,Delivered,R01
ORD11435,09-07-2021,C0304,P009,2,9019.18,8,16595.29,Cash,Delivered,R02
ORD11436,21-04-2021,C0398,P012,10,344.4,0,3444,Debit Card,Delivered,R17
ORD11437,22-11-2021,C0084,P018,9,172.2,10,1394.82,UPI,Delivered,R09
ORD11438,26-06-2021,C0477,P005,1,40999.18,0,40999.18,UPI,Delivered,R10
ORD11439,02-01-2021,C0301,P023,4,1229.18,8,4523.38,Cash,Delivered,R07
ORD11440,23-10-2021,C0164,P018,7,172.2,5,1145.13,Net Banking,Delivered,R19
ORD11441,24-10-2021,C0301,P004,1,24599.18,10,22139.26,Cash,Delivered,R15
ORD11442,02-01-2021,C0431,P025,2,1803.18,12,3173.6,UPI,Cancelled,R01
ORD11443,28-10-2021,C0166,P016,6,94.3,20,452.64,Credit Card,Delivered,R18
ORD11444,26-01-2021,C0085,P027,4,901.18,10,3244.25,Cash,Returned,R06
ORD11445,20-04-2021,C0254,P024,2,983.18,2,1927.03,Cash,Delivered,R09
ORD11446,11-05-2021,C0410,P016,2,94.3,2,184.83,Debit Card,Cancelled,R01
ORD11447,05-03-2021,C0171,P019,9,672.4,2,5930.57,Debit Card,Cancelled,R13
ORD11448,20-09-2021,C0101,P011,10,245.18,5,2329.21,UPI,Cancelled,R17
ORD11449,10-07-2021,C0171,P010,2,30339.18,12,53396.96,Net Banking,Returned,R01
ORD11450,08-09-2021,C0473,P010,2,30339.18,0,60678.36,UPI,Delivered,R05
ORD11451,08-01-2021,C0343,P025,3,1803.18,5,5139.06,Credit Card,Delivered,R02
ORD11452,15-12-2021,C0123,P017,2,393.6,10,708.48,Debit Card,Delivered,R07
ORD11453,14-11-2021,C0009,P015,8,217.3,15,1477.64,Cash,Delivered,R07
ORD11454,04-04-2021,C0438,P007,1,48379.18,5,45960.22,Credit Card,Delivered,R11
ORD11455,11-06-2021,C0332,P008,1,1475.18,0,1475.18,Net Banking,Delivered,R03
ORD11456,10-03-2021,C0344,P003,1,18039.18,8,16596.05,Cash,Delivered,R09
ORD11457,10-12-2021,C0278,P012,3,344.4,10,929.88,Cash,Returned,R02
ORD11458,03-12-2021,C0399,P025,2,1803.18,0,3606.36,Debit Card,Delivered,R19
ORD11459,27-07-2021,C0400,P019,8,672.4,10,4841.28,Debit Card,Delivered,R08
ORD11460,06-02-2021,C0199,P029,3,3279.18,8,9050.54,Cash,Returned,R18
ORD11461,26-11-2021,C0393,P002,1,69699.18,10,62729.26,Cash,Delivered,R05
ORD11462,16-08-2021,C0474,P026,3,4919.18,10,13281.79,UPI,Delivered,R02
ORD11463,17-02-2021,C0398,P024,2,983.18,5,1868.04,Credit Card,Delivered,R03
ORD11464,03-10-2021,C0500,P024,4,983.18,15,3342.81,Debit Card,Delivered,R16
ORD11465,07-09-2021,C0461,P008,1,1475.18,5,1401.42,UPI,Cancelled,R01
ORD11466,21-12-2021,C0174,P011,8,245.18,0,1961.44,Cash,Delivered,R11
ORD11467,25-08-2021,C0060,P018,9,172.2,5,1472.31,Debit Card,Delivered,R17
ORD11468,02-09-2021,C0403,P026,3,4919.18,5,14019.66,Debit Card,Delivered,R08
ORD11469,02-11-2021,C0481,P003,2,18039.18,8,33192.09,UPI,Delivered,R02
ORD11470,17-12-2021,C0187,P005,2,40999.18,0,81998.36,Cash,Delivered,R07
ORD11471,03-03-2021,C0446,P009,2,9019.18,0,18038.36,Cash,Delivered,R05
ORD11472,29-05-2021,C0064,P004,1,24599.18,0,24599.18,UPI,Delivered,R03
ORD11473,18-08-2021,C0468,P029,3,3279.18,5,9345.66,Credit Card,Delivered,R17
ORD11474,30-06-2021,C0021,P007,2,48379.18,0,96758.36,Debit Card,Delivered,R04
ORD11475,19-02-2021,C0003,P008,2,1475.18,10,2655.32,UPI,Delivered,R06
ORD11476,19-04-2021,C0482,P014,6,19.68,0,118.08,Cash,Returned,R03
ORD11477,04-10-2021,C0323,P028,2,573.18,8,1054.65,Debit Card,Delivered,R06
ORD11478,08-10-2021,C0209,P009,1,9019.18,12,7936.88,Credit Card,Delivered,R03
ORD11479,22-03-2021,C0199,P009,2,9019.18,0,18038.36,UPI,Delivered,R06
ORD11480,10-11-2021,C0138,P002,2,69699.18,18,114306.66,Credit Card,Delivered,R15
ORD11481,19-02-2021,C0098,P013,10,143.5,0,1435,Net Banking,Delivered,R08
ORD11482,08-10-2021,C0128,P012,3,344.4,8,950.54,UPI,Delivered,R14
ORD11483,07-01-2021,C0368,P001,1,20499.18,10,18449.26,Cash,Delivered,R14
ORD11484,26-10-2021,C0064,P026,4,4919.18,12,17315.51,Credit Card,Delivered,R20
ORD11485,07-06-2021,C0440,P014,6,19.68,0,118.08,Debit Card,Returned,R13
ORD11486,16-09-2021,C0251,P027,3,901.18,0,2703.54,UPI,Delivered,R04
ORD11487,27-10-2021,C0031,P019,4,672.4,12,2366.85,Cash,Delivered,R15
ORD11488,06-04-2021,C0219,P028,1,573.18,5,544.52,UPI,Delivered,R13
ORD11489,07-04-2021,C0353,P028,4,573.18,0,2292.72,Cash,Delivered,R19
ORD11490,01-11-2021,C0400,P008,1,1475.18,15,1253.9,Credit Card,Returned,R11
ORD11491,24-02-2021,C0190,P012,9,344.4,10,2789.64,UPI,Delivered,R12
ORD11492,31-01-2021,C0454,P005,1,40999.18,8,37719.25,Credit Card,Cancelled,R01
ORD11493,31-01-2021,C0011,P009,2,9019.18,5,17136.44,Credit Card,Delivered,R15
ORD11494,24-10-2021,C0392,P015,7,217.3,18,1247.3,Debit Card,Delivered,R10
ORD11495,04-08-2021,C0195,P014,6,19.68,0,118.08,Debit Card,Delivered,R09
ORD11496,18-10-2021,C0171,P017,2,393.6,5,747.84,Credit Card,Delivered,R03
ORD11497,02-06-2021,C0105,P019,2,672.4,8,1237.22,Net Banking,Delivered,R02
ORD11498,08-10-2021,C0378,P006,1,45099.18,10,40589.26,Cash,Delivered,R05
ORD11499,09-02-2021,C0330,P018,2,172.2,0,344.4,Net Banking,Delivered,R11
ORD11500,09-02-2021,C0406,P014,8,19.68,8,144.84,UPI,Delivered,R06
ORD11501,24-10-2021,C0004,P028,2,573.18,20,917.09,UPI,Delivered,R15
ORD11502,19-02-2021,C0118,P025,4,1803.18,8,6635.7,UPI,Delivered,R01
ORD11503,23-07-2021,C0085,P002,2,69699.18,8,128246.49,Cash,Delivered,R03
ORD11504,24-10-2021,C0092,P004,1,24599.18,10,22139.26,UPI,Delivered,R02
ORD11505,05-04-2021,C0017,P004,2,24599.18,10,44278.52,Debit Card,Delivered,R15
ORD11506,29-01-2021,C0082,P011,6,245.18,5,1397.53,Credit Card,Delivered,R06
ORD11507,04-11-2021,C0044,P024,2,983.18,12,1730.4,Cash,Delivered,R05
ORD11508,09-11-2021,C0366,P019,8,672.4,8,4948.86,Debit Card,Delivered,R13
ORD11509,07-09-2021,C0489,P013,5,143.5,0,717.5,UPI,Delivered,R20
ORD11510,25-10-2021,C0428,P007,2,48379.18,20,77406.69,Credit Card,Returned,R06
ORD11511,04-11-2021,C0408,P011,9,245.18,20,1765.3,Cash,Delivered,R14
ORD11512,19-11-2021,C0365,P013,9,143.5,8,1188.18,Credit Card,Delivered,R07
ORD11513,02-02-2021,C0261,P029,1,3279.18,0,3279.18,Credit Card,Delivered,R19
ORD11514,03-08-2021,C0133,P009,1,9019.18,0,9019.18,UPI,Returned,R02
ORD11515,26-03-2021,C0405,P002,2,69699.18,0,139398.36,UPI,Delivered,R03
ORD11516,25-01-2021,C0165,P015,1,217.3,5,206.44,Debit Card,Delivered,R14
ORD11517,23-10-2021,C0013,P021,3,1065.18,8,2939.9,Debit Card,Delivered,R06
ORD11518,03-08-2021,C0353,P002,2,69699.18,0,139398.36,Debit Card,Delivered,R11
ORD11519,24-09-2021,C0077,P026,1,4919.18,10,4427.26,Net Banking,Delivered,R01
ORD11520,09-10-2021,C0082,P003,2,18039.18,12,31748.96,Credit Card,Delivered,R16
ORD11521,27-02-2021,C0391,P010,2,30339.18,2,59464.79,UPI,Delivered,R06
ORD11522,02-07-2021,C0307,P005,2,40999.18,10,73798.52,Credit Card,Delivered,R08
ORD11523,09-10-2021,C0272,P007,1,48379.18,12,42573.68,Cash,Delivered,R08
ORD11524,11-04-2021,C0190,P016,3,94.3,10,254.61,Credit Card,Delivered,R10
ORD11525,02-08-2021,C0321,P017,4,393.6,2,1542.91,Credit Card,Delivered,R11
ORD11526,12-07-2021,C0403,P030,2,7379.18,8,13577.69,Cash,Delivered,R12
ORD11527,04-01-2021,C0444,P019,9,672.4,5,5749.02,UPI,Delivered,R08
ORD11528,21-12-2021,C0091,P018,4,172.2,5,654.36,Cash,Delivered,R17
ORD11529,21-03-2021,C0033,P014,2,19.68,0,39.36,Debit Card,Delivered,R04
ORD11530,06-05-2021,C0268,P015,5,217.3,0,1086.5,Cash,Returned,R16
ORD11531,05-10-2021,C0189,P019,4,672.4,5,2555.12,UPI,Delivered,R19
ORD11532,28-01-2021,C0021,P025,4,1803.18,8,6635.7,UPI,Delivered,R18
ORD11533,28-10-2021,C0448,P007,2,48379.18,10,87082.52,Credit Card,Delivered,R06
ORD11534,28-03-2021,C0467,P012,7,344.4,0,2410.8,UPI,Delivered,R19
ORD11535,19-04-2021,C0492,P029,1,3279.18,10,2951.26,Cash,Delivered,R16
ORD11536,23-04-2021,C0257,P015,3,217.3,2,638.86,Credit Card,Delivered,R13
ORD11537,11-10-2021,C0020,P001,1,20499.18,8,18859.25,Net Banking,Delivered,R06
ORD11538,12-10-2021,C0100,P025,3,1803.18,18,4435.82,Cash,Delivered,R14
ORD11539,26-11-2021,C0053,P010,2,30339.18,18,49756.26,Debit Card,Delivered,R13
ORD11540,07-01-2021,C0124,P014,4,19.68,8,72.42,UPI,Delivered,R17
ORD11541,29-04-2021,C0209,P022,1,2869.18,10,2582.26,Credit Card,Delivered,R19
ORD11542,11-10-2021,C0200,P009,1,9019.18,5,8568.22,Net Banking,Delivered,R14
ORD11543,26-01-2021,C0016,P016,2,94.3,8,173.51,Debit Card,Delivered,R17
ORD11544,23-01-2021,C0194,P008,2,1475.18,5,2802.84,Net Banking,Returned,R02
ORD11545,29-12-2021,C0318,P017,10,393.6,10,3542.4,UPI,Returned,R11
ORD11546,20-01-2021,C0037,P029,3,3279.18,5,9345.66,Credit Card,Delivered,R10
ORD11547,16-06-2021,C0176,P030,4,7379.18,0,29516.72,Cash,Delivered,R01
ORD11548,20-12-2021,C0309,P012,8,344.4,0,2755.2,UPI,Delivered,R15
ORD11549,02-02-2021,C0357,P015,9,217.3,5,1857.91,UPI,Delivered,R01
ORD11550,21-11-2021,C0011,P026,4,4919.18,12,17315.51,UPI,Cancelled,R08
ORD11551,17-10-2021,C0356,P003,1,18039.18,5,17137.22,Net Banking,Returned,R09
ORD11552,29-01-2021,C0105,P017,1,393.6,12,346.37,Cash,Delivered,R04
ORD11553,24-05-2021,C0109,P003,2,18039.18,0,36078.36,UPI,Delivered,R04
ORD11554,06-07-2021,C0224,P018,7,172.2,8,1108.97,Credit Card,Cancelled,R16
ORD11555,10-11-2021,C0384,P022,3,2869.18,15,7316.41,Cash,Delivered,R08
ORD11556,07-07-2021,C0176,P008,2,1475.18,5,2802.84,Cash,Delivered,R02
ORD11557,04-09-2021,C0028,P006,1,45099.18,5,42844.22,Debit Card,Delivered,R12
ORD11558,19-12-2021,C0363,P005,1,40999.18,0,40999.18,Debit Card,Delivered,R05
ORD11559,26-04-2021,C0085,P020,10,196.8,5,1869.6,Debit Card,Returned,R17
ORD11560,27-09-2021,C0283,P020,2,196.8,5,373.92,UPI,Delivered,R17
ORD11561,13-05-2021,C0327,P024,3,983.18,5,2802.06,Cash,Delivered,R02
ORD11562,10-07-2021,C0292,P014,4,19.68,5,74.78,Cash,Delivered,R07
ORD11563,10-11-2021,C0400,P007,1,48379.18,12,42573.68,Credit Card,Delivered,R13
ORD11564,05-08-2021,C0204,P018,1,172.2,8,158.42,UPI,Delivered,R17
ORD11565,31-05-2021,C0371,P010,2,30339.18,8,55824.09,Debit Card,Returned,R05
ORD11566,29-09-2021,C0487,P019,5,672.4,10,3025.8,Cash,Delivered,R03
ORD11567,22-06-2021,C0061,P030,4,7379.18,0,29516.72,Cash,Delivered,R09
ORD11568,13-10-2021,C0303,P029,2,3279.18,12,5771.36,Debit Card,Delivered,R13
ORD11569,19-08-2021,C0194,P002,1,69699.18,5,66214.22,Credit Card,Delivered,R04
ORD11570,22-10-2021,C0452,P004,2,24599.18,20,39358.69,Cash,Delivered,R09
ORD11571,13-10-2021,C0278,P010,2,30339.18,18,49756.26,Debit Card,Returned,R08
ORD11572,06-11-2021,C0245,P021,4,1065.18,15,3621.61,UPI,Returned,R01
ORD11573,02-01-2021,C0060,P027,2,901.18,5,1712.24,Cash,Delivered,R09
ORD11574,27-09-2021,C0497,P021,1,1065.18,2,1043.88,Credit Card,Delivered,R04
ORD11575,10-04-2021,C0323,P016,8,94.3,2,739.31,Debit Card,Returned,R07
ORD11576,28-08-2021,C0299,P027,2,901.18,0,1802.36,Debit Card,Delivered,R10
ORD11577,01-04-2021,C0459,P018,7,172.2,0,1205.4,Cash,Returned,R14
ORD11578,24-11-2021,C0207,P027,2,901.18,15,1532.01,Cash,Delivered,R12
ORD11579,24-11-2021,C0447,P018,1,172.2,8,158.42,Credit Card,Returned,R13
ORD11580,25-01-2021,C0135,P009,1,9019.18,8,8297.65,Cash,Delivered,R02
ORD11581,05-02-2021,C0489,P026,2,4919.18,0,9838.36,UPI,Cancelled,R15
ORD11582,18-02-2021,C0475,P001,1,20499.18,8,18859.25,Cash,Delivered,R03
ORD11583,04-01-2021,C0113,P024,3,983.18,8,2713.58,UPI,Delivered,R15
ORD11584,13-12-2021,C0063,P008,2,1475.18,0,2950.36,UPI,Delivered,R02
ORD11585,28-12-2021,C0297,P003,2,18039.18,5,34274.44,Cash,Delivered,R12
ORD11586,10-06-2021,C0028,P004,1,24599.18,2,24107.2,Credit Card,Delivered,R01
ORD11587,15-02-2021,C0380,P029,2,3279.18,0,6558.36,Cash,Delivered,R03
ORD11588,16-02-2021,C0458,P029,2,3279.18,0,6558.36,Credit Card,Delivered,R15
ORD11589,14-12-2021,C0088,P016,10,94.3,2,924.14,Cash,Delivered,R16
ORD11590,28-11-2021,C0422,P012,3,344.4,15,878.22,Debit Card,Delivered,R19
ORD11591,08-01-2021,C0294,P021,4,1065.18,12,3749.43,Debit Card,Cancelled,R08
ORD11592,23-07-2021,C0032,P018,7,172.2,8,1108.97,Debit Card,Delivered,R15
ORD11593,13-10-2021,C0277,P003,1,18039.18,18,14792.13,UPI,Delivered,R08
ORD11594,13-01-2021,C0348,P026,3,4919.18,12,12986.64,Net Banking,Delivered,R01
ORD11595,05-06-2021,C0376,P003,1,18039.18,0,18039.18,Credit Card,Cancelled,R02
ORD11596,31-10-2021,C0021,P019,4,672.4,12,2366.85,Credit Card,Delivered,R12
ORD11597,28-10-2021,C0009,P023,1,1229.18,20,983.34,UPI,Delivered,R20
ORD11598,24-09-2021,C0118,P019,10,672.4,8,6186.08,Debit Card,Delivered,R19
ORD11599,05-04-2021,C0153,P026,1,4919.18,8,4525.65,Cash,Delivered,R17
ORD11600,17-09-2021,C0235,P021,4,1065.18,0,4260.72,UPI,Delivered,R14
ORD11601,13-11-2021,C0230,P014,1,19.68,15,16.73,UPI,Delivered,R08
ORD11602,20-01-2021,C0033,P018,10,172.2,12,1515.36,UPI,Delivered,R17
ORD11603,30-09-2021,C0224,P013,6,143.5,5,817.95,Credit Card,Delivered,R01
ORD11604,26-10-2021,C0330,P019,7,672.4,18,3859.58,Cash,Delivered,R01
ORD11605,02-04-2021,C0357,P001,2,20499.18,2,40178.39,Debit Card,Delivered,R15
ORD11606,02-07-2021,C0016,P013,9,143.5,8,1188.18,Debit Card,Delivered,R13
ORD11607,09-05-2021,C0094,P027,4,901.18,0,3604.72,Cash,Delivered,R06
ORD11608,06-09-2021,C0327,P003,2,18039.18,10,32470.52,Debit Card,Returned,R03
ORD11609,31-03-2021,C0462,P022,4,2869.18,0,11476.72,UPI,Delivered,R06
ORD11610,06-12-2021,C0273,P028,3,573.18,2,1685.15,Cash,Delivered,R04
ORD11611,19-06-2021,C0114,P024,3,983.18,0,2949.54,Cash,Cancelled,R06
ORD11612,18-07-2021,C0364,P016,8,94.3,10,678.96,Net Banking,Returned,R04
ORD11613,01-08-2021,C0313,P008,2,1475.18,0,2950.36,Cash,Delivered,R05
ORD11614,29-09-2021,C0346,P030,1,7379.18,2,7231.6,Credit Card,Delivered,R05
ORD11615,27-03-2021,C0361,P004,1,24599.18,0,24599.18,Debit Card,Delivered,R03
ORD11616,11-05-2021,C0151,P016,4,94.3,0,377.2,Cash,Delivered,R12
ORD11617,07-09-2021,C0419,P019,4,672.4,10,2420.64,UPI,Returned,R05
ORD11618,31-01-2021,C0318,P003,2,18039.18,5,34274.44,Cash,Delivered,R06
ORD11619,20-07-2021,C0271,P022,4,2869.18,5,10902.88,Credit Card,Delivered,R14
ORD11620,01-10-2021,C0140,P014,9,19.68,15,150.55,Debit Card,Delivered,R19
ORD11621,05-03-2021,C0479,P007,1,48379.18,0,48379.18,Debit Card,Delivered,R15
ORD11622,25-06-2021,C0231,P015,3,217.3,0,651.9,Credit Card,Delivered,R09
ORD11623,24-05-2021,C0458,P019,10,672.4,2,6589.52,Net Banking,Delivered,R14
ORD11624,23-05-2021,C0431,P013,3,143.5,0,430.5,Net Banking,Returned,R18
ORD11625,26-12-2021,C0355,P016,3,94.3,10,254.61,Cash,Delivered,R04
ORD11626,10-03-2021,C0191,P020,2,196.8,0,393.6,Cash,Returned,R14
ORD11627,27-11-2021,C0060,P026,2,4919.18,5,9346.44,UPI,Delivered,R05
ORD11628,21-08-2021,C0325,P013,5,143.5,0,717.5,UPI,Delivered,R05
ORD11629,13-09-2021,C0301,P018,8,172.2,10,1239.84,Debit Card,Returned,R03
ORD11630,29-06-2021,C0327,P025,4,1803.18,0,7212.72,Debit Card,Delivered,R11
ORD11631,24-11-2021,C0361,P006,1,45099.18,5,42844.22,Credit Card,Delivered,R05
ORD11632,18-03-2021,C0414,P023,1,1229.18,0,1229.18,Cash,Delivered,R05
ORD11633,01-11-2021,C0321,P002,2,69699.18,18,114306.66,Cash,Delivered,R08
ORD11634,09-04-2021,C0251,P009,2,9019.18,0,18038.36,Credit Card,Delivered,R14
ORD11635,23-06-2021,C0045,P013,6,143.5,2,843.78,UPI,Delivered,R08
ORD11636,18-12-2021,C0322,P003,1,18039.18,10,16235.26,Credit Card,Delivered,R10
ORD11637,03-02-2021,C0262,P028,2,573.18,8,1054.65,Cash,Delivered,R01
ORD11638,23-11-2021,C0226,P028,1,573.18,12,504.4,Debit Card,Delivered,R04
ORD11639,24-10-2021,C0112,P030,2,7379.18,20,11806.69,Net Banking,Delivered,R19
ORD11640,19-03-2021,C0490,P020,7,196.8,0,1377.6,Net Banking,Delivered,R12
ORD11641,22-11-2021,C0438,P015,9,217.3,15,1662.35,Cash,Returned,R15
ORD11642,12-05-2021,C0360,P030,2,7379.18,0,14758.36,Credit Card,Delivered,R17
ORD11643,16-06-2021,C0372,P018,3,172.2,10,464.94,UPI,Delivered,R13
ORD11644,11-01-2021,C0134,P030,4,7379.18,5,28040.88,Cash,Delivered,R14
ORD11645,28-11-2021,C0299,P013,8,143.5,5,1090.6,Cash,Delivered,R07
ORD11646,20-10-2021,C0240,P028,1,573.18,8,527.33,Credit Card,Returned,R09
ORD11647,19-05-2021,C0488,P019,3,672.4,0,2017.2,Cash,Delivered,R09
ORD11648,05-12-2021,C0407,P011,3,245.18,0,735.54,Debit Card,Delivered,R09
ORD11649,20-08-2021,C0416,P028,4,573.18,0,2292.72,Debit Card,Delivered,R10
ORD11650,29-10-2021,C0191,P016,4,94.3,18,309.3,Credit Card,Returned,R08
ORD11651,30-11-2021,C0385,P021,1,1065.18,10,958.66,Net Banking,Delivered,R05
ORD11652,03-06-2021,C0418,P020,2,196.8,2,385.73,Cash,Delivered,R12
ORD11653,07-03-2021,C0447,P012,3,344.4,8,950.54,Credit Card,Delivered,R03
ORD11654,19-10-2021,C0384,P001,2,20499.18,8,37718.49,Credit Card,Delivered,R04
ORD11655,07-10-2021,C0030,P014,10,19.68,12,173.18,Net Banking,Delivered,R01
ORD11656,16-10-2021,C0048,P012,7,344.4,5,2290.26,Credit Card,Delivered,R03
ORD11657,06-02-2021,C0061,P028,4,573.18,10,2063.45,Debit Card,Delivered,R03
ORD11658,24-09-2021,C0345,P002,2,69699.18,0,139398.36,Cash,Delivered,R10
ORD11659,24-02-2021,C0017,P016,4,94.3,0,377.2,Net Banking,Delivered,R20
ORD11660,10-03-2021,C0293,P007,1,48379.18,5,45960.22,Cash,Delivered,R12
ORD11661,22-09-2021,C0416,P009,1,9019.18,10,8117.26,Debit Card,Delivered,R06
ORD11662,01-02-2021,C0405,P017,6,393.6,10,2125.44,Cash,Delivered,R02
ORD11663,05-12-2021,C0306,P003,1,18039.18,8,16596.05,Debit Card,Cancelled,R03
